Gr_ID,Full Name,Email,Phone Number,Course,Branch,Registration Date,College,Field
GR0180,Ramesh Patel,ramesh.patel89@example.com,+91 8311839595,Video Editing | 3D Animation,RWVN1 - Vidhyanagar,2026-02-25,MSU Baroda,BBA
GR0181,Amit Parmar,amit.parmar93@example.com,+91 6866847202,Graphic | UI/UX,RWBN - Bhavnagar,2026-02-05,RK University,BCA
GR0182,Aditya Gupta,aditya.gupta92@example.com,+91 8978886308,Graphic | UI/UX,RWAM1 - Amreli,2026-02-17,L.D. College of Engineering,BCA
GR0183,Krishna Gupta,krishna.gupta48@example.com,+91 6844652778,Graphic | UI/UX,RWNV1 - Navshari,2026-02-12,L.D. College of Engineering,MCA
GR0184,Amit Parmar,amit.parmar91@example.com,+91 8446129167,AI/ML & Data Science,RWA1 - Nikol,2026-02-02,DDU,MCA
GR0185,Arjun Parmar,arjun.parmar56@example.com,+91 7020704579,Video Editing | 3D Animation,RW2 - Yogi Chowk,2026-02-05,L.D. College of Engineering,B.Sc IT
GR0186,Maya Desai,maya.desai41@example.com,+91 8084720823,AI/ML & Data Science,RWNV1 - Navshari,2026-02-03,Gujarat University,B.Sc IT
GR0187,Shaurya Vyas,shaurya.vyas36@example.com,+91 7700408426,Graphic | UI/UX,RWMH - Maheshana,2026-02-22,MSU Baroda,BCA
GR0188,Kavya Gupta,kavya.gupta39@example.com,+91 9989771812,Full Stack Development,RWSON - Online,2026-02-28,Nirma University,M.Sc IT
GR0189,Krishna Chauhan,krishna.chauhan63@example.com,+91 9496961897,Video Editing | 3D Animation,RWA6 - Vastral,2026-02-14,Marwadi University,BBA
GR0190,Ramesh Parmar,ramesh.parmar98@example.com,+91 9821627164,Graphic | UI/UX,RWA4 - Bopal,2026-02-02,DDU,B.Sc IT
GR0191,Suresh Sharma,suresh.sharma62@example.com,+91 6983310670,Full Stack Development,RWA6 - Vastral,2026-02-01,DDU,Diploma in IT
GR0192,Maya Kumar,maya.kumar59@example.com,+91 9479032297,Graphic | UI/UX,RWBN - Bhavnagar,2026-02-26,DDU,B.Sc IT
GR0193,Ramesh Verma,ramesh.verma93@example.com,+91 8087099833,Graphic | Video Editing,RW4 - Mota Varachha,2026-02-22,Nirma University,BBA
GR0194,Krishna Kumar,krishna.kumar26@example.com,+91 8926278606,Video Editing | 3D Animation,RWBH1 - Bharuch,2026-02-01,Marwadi University,B.Com
GR0195,Sai Chauhan,sai.chauhan43@example.com,+91 9930682504,AI/ML & Data Science,RWA1 - Nikol,2026-02-12,MSU Baroda,MCA
GR0196,Suresh Shah,suresh.shah17@example.com,+91 9708743510,Full Stack Development,RWJN1 - Junagadh,2026-02-21,Nirma University,MCA
GR0197,Rahul Desai,rahul.desai12@example.com,+91 9384631535,Full Stack Development,RWGN1 - Gandhinagar,2026-02-24,MSU Baroda,Diploma in IT
GR0198,Kriti Sharma,kriti.sharma63@example.com,+91 7844601044,Video Editing | 3D Animation,RWVN1 - Vidhyanagar,2026-02-05,Gujarat University,MCA
GR0199,Shaurya Rathod,shaurya.rathod60@example.com,+91 6066477742,Graphic | UI/UX,RWA2 - Navrangpura,2026-02-28,RK University,B.Com
GR0200,Maya Sharma,maya.sharma19@example.com,+91 6993920727,Video Editing | 3D Animation,RWA4 - Bopal,2026-02-10,MSU Baroda,MCA
GR0201,Aarav Trivedi,aarav.trivedi11@example.com,+91 9767000868,Graphic | UI/UX,RWBH1 - Bharuch,2026-02-17,L.D. College of Engineering,BBA
GR0202,Shaurya Joshi,shaurya.joshi90@example.com,+91 8219994929,AI/ML & Data Science,RW4 - Mota Varachha,2026-02-22,L.D. College of Engineering,B.Tech Computer Science
GR0203,Aditya Desai,aditya.desai70@example.com,+91 9884673513,Full Stack Development,RWBH1 - Bharuch,2026-02-10,Nirma University,Diploma in IT
GR0204,Kavya Chauhan,kavya.chauhan75@example.com,+91 7168926809,Graphic | UI/UX,RWMH - Maheshana,2026-02-03,VNSGU,B.Tech Computer Science
GR0205,Kavya Kumar,kavya.kumar97@example.com,+91 6556656297,Graphic | Video Editing,RWA5 - Chandkheda,2026-02-26,RK University,BCA
GR0206,Vivaan Kumar,vivaan.kumar16@example.com,+91 6116286739,AI/ML & Data Science,RWGN1 - Gandhinagar,2026-02-24,SVNIT,BCA
GR0207,Neha Rathod,neha.rathod75@example.com,+91 8891539457,AI/ML & Data Science,RW2 - Yogi Chowk,2026-02-06,VNSGU,B.Tech Computer Science
GR0208,Vivaan Gupta,vivaan.gupta39@example.com,+91 7051466435,Graphic | UI/UX,RW4 - Mota Varachha,2026-02-06,Nirma University,B.Sc IT
GR0209,Aarav Parmar,aarav.parmar11@example.com,+91 8973195230,Graphic | UI/UX,RWBH1 - Bharuch,2026-02-05,Gujarat University,BCA
GR0210,Ayaan Trivedi,ayaan.trivedi95@example.com,+91 9311452988,AI/ML & Data Science,RW6 - Adajan,2026-02-15,RK University,M.Sc IT
GR0211,Isha Shah,isha.shah72@example.com,+91 8209419546,Video Editing | 3D Animation,RWA6 - Vastral,2026-02-01,VNSGU,BCA
GR0212,Kavya Rathod,kavya.rathod58@example.com,+91 8991861306,Full Stack Development,RWBH1 - Bharuch,2026-02-19,MSU Baroda,B.Com
GR0213,Ishaan Kumar,ishaan.kumar98@example.com,+91 7186954542,AI/ML & Data Science,RWBH1 - Bharuch,2026-02-15,Marwadi University,B.Sc IT
GR0214,Aditya Shah,aditya.shah85@example.com,+91 8833766065,AI/ML & Data Science,RWVN1 - Vidhyanagar,2026-02-25,Gujarat University,B.Com
GR0215,Riya Joshi,riya.joshi25@example.com,+91 8809289600,Full Stack Development,RWJN1 - Junagadh,2026-02-26,MSU Baroda,BCA
GR0216,Pooja Chauhan,pooja.chauhan60@example.com,+91 7156160405,AI/ML & Data Science,RWA6 - Vastral,2026-02-02,DDU,Diploma in IT
GR0217,Krishna Mehta,krishna.mehta43@example.com,+91 9687430107,Graphic | Video Editing,RWVN1 - Vidhyanagar,2026-02-06,L.D. College of Engineering,BCA
GR0218,Vikram Vyas,vikram.vyas12@example.com,+91 6197266581,Full Stack Development,RWAM1 - Amreli,2026-02-09,RK University,BBA
GR0219,Ayaan Singh,ayaan.singh20@example.com,+91 6065707203,Graphic | Video Editing,RWBH1 - Bharuch,2026-02-18,VNSGU,Diploma in IT
GR0220,Tara Gupta,tara.gupta29@example.com,+91 8080368701,Video Editing | 3D Animation,RWA4 - Bopal,2026-02-18,SVNIT,B.Tech Computer Science
GR0221,Vihaan Chauhan,vihaan.chauhan37@example.com,+91 9980611769,Full Stack Development,RWGN1 - Gandhinagar,2026-02-01,Gujarat University,B.Tech Computer Science
GR0222,Diya Parmar,diya.parmar54@example.com,+91 8584593847,Graphic | Video Editing,RWA2 - Navrangpura,2026-02-14,Nirma University,B.Tech Computer Science
GR0223,Amit Trivedi,amit.trivedi12@example.com,+91 7626560161,Full Stack Development,RWBH1 - Bharuch,2026-02-16,SVNIT,Diploma in IT
GR0224,Kriti Parmar,kriti.parmar80@example.com,+91 9116313905,AI/ML & Data Science,RWA2 - Navrangpura,2026-02-10,RK University,B.Com
GR0225,Ishaan Patel,ishaan.patel66@example.com,+91 6790755558,Graphic | UI/UX,RWA1 - Nikol,2026-02-21,VNSGU,M.Sc IT
GR0226,Amit Joshi,amit.joshi14@example.com,+91 8166222379,Graphic | UI/UX,RWNV1 - Navshari,2026-02-12,RK University,BCA
GR0227,Rahul Gupta,rahul.gupta76@example.com,+91 9835633410,AI/ML & Data Science,RWBN - Bhavnagar,2026-02-10,RK University,MCA
GR0228,Rahul Vyas,rahul.vyas95@example.com,+91 7577394348,Video Editing | 3D Animation,RWNV1 - Navshari,2026-02-06,VNSGU,M.Sc IT
GR0229,Isha Rathod,isha.rathod26@example.com,+91 9221384367,Video Editing | 3D Animation,RWVN1 - Vidhyanagar,2026-02-05,Gujarat University,BCA
GR0230,Diya Mehta,diya.mehta66@example.com,+91 6747574293,Video Editing | 3D Animation,RWA4 - Bopal,2026-02-06,DDU,B.Sc IT
GR0231,Kavya Rathod,kavya.rathod11@example.com,+91 9625032968,Graphic | Video Editing,RW6 - Adajan,2026-02-23,SVNIT,M.Sc IT
GR0232,Sai Patel,sai.patel85@example.com,+91 8211034251,Graphic | Video Editing,RWBN - Bhavnagar,2026-02-01,MSU Baroda,B.Sc IT
GR0233,Sneha Verma,sneha.verma19@example.com,+91 7598993351,Video Editing | 3D Animation,RW4 - Mota Varachha,2026-02-23,Silver Oak University,B.Com
GR0234,Vihaan Trivedi,vihaan.trivedi41@example.com,+91 8773304674,AI/ML & Data Science,RWA4 - Bopal,2026-02-17,DDU,BBA
GR0235,Aditya Desai,aditya.desai21@example.com,+91 7791442558,Full Stack Development,RWNV1 - Navshari,2026-02-04,MSU Baroda,B.Tech Computer Science
GR0236,Diya Desai,diya.desai28@example.com,+91 7956909701,Video Editing | 3D Animation,RWA2 - Navrangpura,2026-02-28,Marwadi University,B.Tech Computer Science
GR0237,Kavya Parmar,kavya.parmar29@example.com,+91 9300006818,Video Editing | 3D Animation,RWSON - Online,2026-02-23,Nirma University,B.Com
GR0238,Neha Trivedi,neha.trivedi91@example.com,+91 7471199701,Graphic | Video Editing,RWAM1 - Amreli,2026-02-09,Marwadi University,BCA
GR0239,Arjun Vyas,arjun.vyas12@example.com,+91 8090115357,Video Editing | 3D Animation,RW4 - Mota Varachha,2026-02-20,MSU Baroda,B.Com
GR0240,Shaurya Sharma,shaurya.sharma69@example.com,+91 8101651633,Video Editing | 3D Animation,RWA1 - Nikol,2026-02-05,Nirma University,B.Com
GR0241,Vivaan Kumar,vivaan.kumar69@example.com,+91 7599009548,Graphic | Video Editing,RWNV1 - Navshari,2026-02-15,VNSGU,B.Tech Computer Science
GR0242,Vivaan Patel,vivaan.patel96@example.com,+91 8778087599,Full Stack Development,RWBN - Bhavnagar,2026-02-24,Silver Oak University,M.Sc IT
GR0243,Tara Chauhan,tara.chauhan54@example.com,+91 7908987351,Video Editing | 3D Animation,RW7 - Vesu,2026-02-27,DDU,BCA
GR0244,Kriti Gupta,kriti.gupta81@example.com,+91 7831336670,Video Editing | 3D Animation,RWA5 - Chandkheda,2026-02-21,MSU Baroda,M.Sc IT
GR0245,Riya Joshi,riya.joshi64@example.com,+91 9947564410,Full Stack Development,RW1 - A.K Road,2026-02-25,MSU Baroda,B.Tech Computer Science
GR0246,Rahul Parmar,rahul.parmar29@example.com,+91 6537224381,AI/ML & Data Science,RWBH1 - Bharuch,2026-02-24,Silver Oak University,B.Tech Computer Science
GR0247,Shaurya Joshi,shaurya.joshi23@example.com,+91 8462832930,Graphic | Video Editing,RW2 - Yogi Chowk,2026-02-26,VNSGU,BBA
GR0248,Ayaan Mehta,ayaan.mehta30@example.com,+91 6151455801,Graphic | Video Editing,RWMH - Maheshana,2026-02-12,Silver Oak University,Diploma in IT
GR0249,Suresh Desai,suresh.desai85@example.com,+91 6435339851,Full Stack Development,RWNV1 - Navshari,2026-02-03,DDU,M.Sc IT
GR0250,Kavya Vyas,kavya.vyas42@example.com,+91 8633824680,Graphic | Video Editing,RWJN1 - Junagadh,2026-02-26,MSU Baroda,B.Tech Computer Science
GR0251,Neha Trivedi,neha.trivedi36@example.com,+91 7548094874,Graphic | Video Editing,RW1 - A.K Road,2026-02-08,Nirma University,BCA
GR0252,Vihaan Gupta,vihaan.gupta61@example.com,+91 7550610292,Video Editing | 3D Animation,RW6 - Adajan,2026-02-20,L.D. College of Engineering,Diploma in IT
GR0253,Diya Rathod,diya.rathod89@example.com,+91 8366085520,Graphic | Video Editing,RWR1 - Kotecha,2026-02-22,Marwadi University,MCA
GR0254,Isha Chauhan,isha.chauhan61@example.com,+91 9888260081,Video Editing | 3D Animation,RWBN - Bhavnagar,2026-02-02,L.D. College of Engineering,B.Com
GR0255,Krishna Rathod,krishna.rathod14@example.com,+91 8094906807,Graphic | UI/UX,RW1 - A.K Road,2026-02-09,MSU Baroda,BCA
GR0256,Krishna Joshi,krishna.joshi65@example.com,+91 7464063226,AI/ML & Data Science,RWNV1 - Navshari,2026-02-04,VNSGU,B.Com
GR0257,Rahul Chauhan,rahul.chauhan92@example.com,+91 8196473333,Full Stack Development,RW5 - Ved Road,2026-02-06,Gujarat University,MCA
GR0258,Neha Rathod,neha.rathod70@example.com,+91 6127956877,Graphic | UI/UX,RWA4 - Bopal,2026-02-02,Marwadi University,B.Sc IT
GR0259,Aarav Trivedi,aarav.trivedi82@example.com,+91 7588710890,AI/ML & Data Science,RW5 - Ved Road,2026-02-20,SVNIT,MCA
GR0260,Vivaan Verma,vivaan.verma66@example.com,+91 9418954806,Graphic | Video Editing,RWA4 - Bopal,2026-02-06,Marwadi University,BCA
GR0261,Isha Gupta,isha.gupta56@example.com,+91 6732857821,Graphic | Video Editing,RWGN1 - Gandhinagar,2026-02-03,Nirma University,B.Sc IT
GR0262,Vivaan Gupta,vivaan.gupta45@example.com,+91 9357626496,Graphic | UI/UX,RWNV1 - Navshari,2026-02-06,Nirma University,MCA
GR0263,Kriti Sharma,kriti.sharma35@example.com,+91 6488009454,Full Stack Development,RW2 - Yogi Chowk,2026-02-04,Nirma University,M.Sc IT
GR0264,Maya Kumar,maya.kumar70@example.com,+91 8767297360,Graphic | Video Editing,RW4 - Mota Varachha,2026-02-26,Marwadi University,Diploma in IT
GR0265,Maya Shah,maya.shah92@example.com,+91 6447162720,AI/ML & Data Science,RWA2 - Navrangpura,2026-02-19,VNSGU,BCA
GR0266,Aditya Parmar,aditya.parmar30@example.com,+91 8811895626,Full Stack Development,RW5 - Ved Road,2026-02-18,Nirma University,B.Tech Computer Science
GR0267,Arjun Desai,arjun.desai75@example.com,+91 9693432445,Video Editing | 3D Animation,RWA6 - Vastral,2026-02-27,RK University,M.Sc IT
GR0268,Kriti Shah,kriti.shah43@example.com,+91 6425331188,Video Editing | 3D Animation,RWA3 - Maninagar,2026-02-04,SVNIT,BCA
GR0269,Shaurya Mehta,shaurya.mehta48@example.com,+91 7219801046,Full Stack Development,RW2 - Yogi Chowk,2026-02-19,VNSGU,BBA
GR0270,Ayaan Patel,ayaan.patel79@example.com,+91 9678525693,Full Stack Development,RWVN1 - Vidhyanagar,2026-02-04,Silver Oak University,BCA
GR0271,Kavya Parmar,kavya.parmar42@example.com,+91 6419602660,Video Editing | 3D Animation,RWA3 - Maninagar,2026-02-19,Nirma University,MCA
GR0272,Vivaan Verma,vivaan.verma33@example.com,+91 9411688418,AI/ML & Data Science,RWBH1 - Bharuch,2026-02-04,Nirma University,B.Tech Computer Science
GR0273,Vikram Joshi,vikram.joshi51@example.com,+91 9349273696,Full Stack Development,RWBN - Bhavnagar,2026-02-06,Silver Oak University,B.Com
GR0274,Ayaan Desai,ayaan.desai36@example.com,+91 6681167866,Full Stack Development,RW1 - A.K Road,2026-02-06,Silver Oak University,B.Com
GR0275,Suresh Singh,suresh.singh94@example.com,+91 6071268642,Graphic | Video Editing,RWA3 - Maninagar,2026-02-11,L.D. College of Engineering,B.Com
GR0276,Aarav Verma,aarav.verma21@example.com,+91 7135132282,Graphic | Video Editing,RW2 - Yogi Chowk,2026-02-22,RK University,MCA
GR0277,Sneha Desai,sneha.desai28@example.com,+91 9679390791,Full Stack Development,RWJN1 - Junagadh,2026-02-14,VNSGU,B.Com
GR0278,Diya Rathod,diya.rathod21@example.com,+91 9754637498,Video Editing | 3D Animation,RWBH1 - Bharuch,2026-02-01,VNSGU,M.Sc IT
GR0279,Kriti Vyas,kriti.vyas47@example.com,+91 6360089275,Full Stack Development,RWJN1 - Junagadh,2026-02-11,MSU Baroda,M.Sc IT
GR0280,Krishna Desai,krishna.desai56@example.com,+91 7385205340,Graphic | UI/UX,RWAM1 - Amreli,2026-02-02,RK University,B.Sc IT
GR0281,Vikram Sharma,vikram.sharma56@example.com,+91 7970869779,AI/ML & Data Science,RW8 - Dindoli,2026-02-07,RK University,B.Sc IT
GR0282,Diya Sharma,diya.sharma11@example.com,+91 9221421340,Graphic | UI/UX,RW8 - Dindoli,2026-02-18,VNSGU,BCA
GR0283,Kavya Desai,kavya.desai76@example.com,+91 8453883034,AI/ML & Data Science,RWA5 - Chandkheda,2026-02-10,SVNIT,BCA
GR0284,Pooja Kumar,pooja.kumar36@example.com,+91 6063055700,Graphic | UI/UX,RWA3 - Maninagar,2026-02-06,Nirma University,BBA
GR0285,Aarav Patel,aarav.patel92@example.com,+91 7740748399,Graphic | UI/UX,RWA4 - Bopal,2026-02-01,VNSGU,B.Sc IT
GR0286,Tara Rathod,tara.rathod34@example.com,+91 8326293260,Video Editing | 3D Animation,RWA3 - Maninagar,2026-02-03,Nirma University,Diploma in IT
GR0287,Vikram Singh,vikram.singh36@example.com,+91 7899638389,Graphic | UI/UX,RW2 - Yogi Chowk,2026-02-19,SVNIT,MCA
GR0288,Neha Shah,neha.shah81@example.com,+91 6203996367,Graphic | Video Editing,RWR1 - Kotecha,2026-02-16,DDU,B.Com
GR0289,Aarav Kumar,aarav.kumar31@example.com,+91 7560294769,Full Stack Development,RWBN - Bhavnagar,2026-02-17,L.D. College of Engineering,B.Com
GR0290,Vivaan Sharma,vivaan.sharma85@example.com,+91 7577586996,Video Editing | 3D Animation,RWA2 - Navrangpura,2026-02-25,Nirma University,B.Tech Computer Science
GR0291,Pooja Patel,pooja.patel10@example.com,+91 8451681807,Video Editing | 3D Animation,RWR2 - Mavdi,2026-02-17,Silver Oak University,BCA
GR0292,Sai Shah,sai.shah53@example.com,+91 7727238359,Graphic | UI/UX,RWA3 - Maninagar,2026-02-27,Marwadi University,BCA
GR0293,Arjun Rathod,arjun.rathod57@example.com,+91 7407082422,Graphic | UI/UX,RWJN1 - Junagadh,2026-02-18,Marwadi University,Diploma in IT
GR0294,Pooja Patel,pooja.patel89@example.com,+91 9151593645,Full Stack Development,RWBN - Bhavnagar,2026-02-02,SVNIT,B.Tech Computer Science
GR0295,Krishna Rathod,krishna.rathod74@example.com,+91 6082252734,AI/ML & Data Science,RW1 - A.K Road,2026-02-09,VNSGU,Diploma in IT
GR0296,Kriti Shah,kriti.shah65@example.com,+91 9920454319,AI/ML & Data Science,RW5 - Ved Road,2026-02-10,SVNIT,B.Tech Computer Science
GR0297,Pooja Desai,pooja.desai69@example.com,+91 9866857694,AI/ML & Data Science,RWA3 - Maninagar,2026-02-11,Marwadi University,B.Sc IT
GR0298,Vivaan Shah,vivaan.shah18@example.com,+91 6550278758,Graphic | Video Editing,RW5 - Ved Road,2026-02-09,VNSGU,B.Com
GR0299,Krishna Chauhan,krishna.chauhan63@example.com,+91 8596270216,AI/ML & Data Science,RWR2 - Mavdi,2026-02-22,Gujarat University,Diploma in IT
GR0300,Krishna Shah,krishna.shah21@example.com,+91 7047845143,AI/ML & Data Science,RW7 - Vesu,2026-02-24,Silver Oak University,M.Sc IT
GR0301,Vikram Trivedi,vikram.trivedi41@example.com,+91 9521120811,AI/ML & Data Science,RWBN - Bhavnagar,2026-02-08,Silver Oak University,Diploma in IT
GR0302,Amit Singh,amit.singh85@example.com,+91 9684993184,AI/ML & Data Science,RWJN1 - Junagadh,2026-02-05,Gujarat University,B.Sc IT
GR0303,Suresh Vyas,suresh.vyas48@example.com,+91 8313321788,Graphic | Video Editing,RWMH - Maheshana,2026-02-05,SVNIT,Diploma in IT
GR0304,Diya Rathod,diya.rathod58@example.com,+91 6463108865,AI/ML & Data Science,RWBH1 - Bharuch,2026-02-20,Gujarat University,MCA
GR0305,Sneha Gupta,sneha.gupta27@example.com,+91 8194214929,Video Editing | 3D Animation,RWSON - Online,2026-02-15,MSU Baroda,M.Sc IT
GR0306,Suresh Trivedi,suresh.trivedi48@example.com,+91 7134741171,Full Stack Development,RWR1 - Kotecha,2026-02-17,Nirma University,B.Sc IT
GR0307,Amit Parmar,amit.parmar78@example.com,+91 9693473368,Full Stack Development,RW7 - Vesu,2026-02-22,MSU Baroda,MCA
GR0308,Vivaan Vyas,vivaan.vyas63@example.com,+91 7470944221,Graphic | Video Editing,RWVN1 - Vidhyanagar,2026-02-01,L.D. College of Engineering,B.Tech Computer Science
GR0309,Maya Singh,maya.singh73@example.com,+91 6816538141,Full Stack Development,RW5 - Ved Road,2026-02-20,VNSGU,Diploma in IT
GR0310,Suresh Kumar,suresh.kumar39@example.com,+91 8257662835,Graphic | UI/UX,RWSON - Online,2026-02-09,Marwadi University,Diploma in IT
GR0311,Ayaan Vyas,ayaan.vyas50@example.com,+91 7335765901,Video Editing | 3D Animation,RWSON - Online,2026-02-09,DDU,Diploma in IT
GR0312,Riya Gupta,riya.gupta36@example.com,+91 9506878383,Graphic | Video Editing,RWJN1 - Junagadh,2026-02-19,MSU Baroda,BCA
GR0313,Neha Gupta,neha.gupta24@example.com,+91 7240009809,Graphic | UI/UX,RWR2 - Mavdi,2026-02-09,VNSGU,MCA
GR0314,Tara Rathod,tara.rathod14@example.com,+91 6088595579,Graphic | UI/UX,RW4 - Mota Varachha,2026-02-08,L.D. College of Engineering,B.Sc IT
GR0315,Ishaan Chauhan,ishaan.chauhan95@example.com,+91 9665591662,AI/ML & Data Science,RW1 - A.K Road,2026-02-26,Marwadi University,BBA
GR0316,Sai Desai,sai.desai58@example.com,+91 7522806233,Graphic | Video Editing,RWA1 - Nikol,2026-02-18,DDU,Diploma in IT
GR0317,Ishaan Sharma,ishaan.sharma26@example.com,+91 9599566413,Video Editing | 3D Animation,RWMH - Maheshana,2026-02-18,Marwadi University,B.Sc IT
GR0318,Ishaan Kumar,ishaan.kumar34@example.com,+91 7596366923,Full Stack Development,RW7 - Vesu,2026-02-08,Silver Oak University,Diploma in IT
GR0319,Isha Joshi,isha.joshi91@example.com,+91 7908734298,Graphic | Video Editing,RWAM1 - Amreli,2026-02-26,SVNIT,BBA
GR0320,Kavya Mehta,kavya.mehta16@example.com,+91 8168342011,Video Editing | 3D Animation,RWR2 - Mavdi,2026-02-05,DDU,Diploma in IT
GR0321,Ayaan Verma,ayaan.verma40@example.com,+91 6649036769,Full Stack Development,RW4 - Mota Varachha,2026-02-21,Gujarat University,BCA
GR0322,Ayaan Patel,ayaan.patel80@example.com,+91 8775018827,Full Stack Development,RWBN - Bhavnagar,2026-02-27,L.D. College of Engineering,B.Sc IT
GR0323,Tara Kumar,tara.kumar70@example.com,+91 7182787953,Full Stack Development,RW2 - Yogi Chowk,2026-02-08,RK University,M.Sc IT
GR0324,Vihaan Shah,vihaan.shah20@example.com,+91 9416808459,AI/ML & Data Science,RWR1 - Kotecha,2026-02-24,RK University,Diploma in IT
GR0325,Amit Trivedi,amit.trivedi21@example.com,+91 8038914063,Video Editing | 3D Animation,RW4 - Mota Varachha,2026-02-23,Marwadi University,B.Com
GR0326,Riya Singh,riya.singh35@example.com,+91 8250962800,AI/ML & Data Science,RWBH1 - Bharuch,2026-02-22,Nirma University,M.Sc IT
GR0327,Rahul Trivedi,rahul.trivedi46@example.com,+91 7418871229,Graphic | UI/UX,RWA4 - Bopal,2026-02-22,Nirma University,BBA
GR0328,Ishaan Patel,ishaan.patel15@example.com,+91 6623355449,Graphic | UI/UX,RWBH1 - Bharuch,2026-02-18,L.D. College of Engineering,B.Com
GR0329,Kriti Parmar,kriti.parmar31@example.com,+91 9575073984,Graphic | UI/UX,RWR1 - Kotecha,2026-02-07,Nirma University,M.Sc IT
GR0330,Maya Shah,maya.shah79@example.com,+91 7620315088,Full Stack Development,RWAM1 - Amreli,2026-02-04,DDU,MCA
GR0331,Vikram Joshi,vikram.joshi96@example.com,+91 8912577221,AI/ML & Data Science,RWJN1 - Junagadh,2026-02-10,Nirma University,B.Tech Computer Science
GR0332,Vihaan Verma,vihaan.verma74@example.com,+91 7786224472,Graphic | UI/UX,RWR1 - Kotecha,2026-02-01,MSU Baroda,M.Sc IT
GR0333,Sneha Verma,sneha.verma71@example.com,+91 6088192872,AI/ML & Data Science,RWA1 - Nikol,2026-02-16,Marwadi University,MCA
GR0334,Arjun Rathod,arjun.rathod57@example.com,+91 9687635378,AI/ML & Data Science,RWA2 - Navrangpura,2026-02-08,MSU Baroda,BBA
